video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec
vW0IQoSweVI,104,5,515,520,Anger,angry,happy,4,3,3,0.6,0.5343107806620333,0.9999999999999999,0.38095238095238093,0.39858416467905045,0.10476739332079882,0.7113820089260114,0.5790775301687829,0.5,0.6,1,1.0,0.871558197747184,0.28111937137791243,0,0.13333333333333336,-0.03026425339154626,1,0.12777777777777766,0.5055555555555556,0.11258624450536316,5
vW0IQoSweVI,105,5,520,525,Anger,angry,angry,2,1,2,0.2,0.3562071871080222,0.75,0.1984126984126984,0.3451159745454788,0.16210642363876104,0.5879243822768329,0.30083217912982646,0.0,0.5,1,1.0,0.7142857142857143,0.25993796907924327,0,-0.39999999999999997,-0.17810359355401112,1,0.0,0.4222222222222223,0.11258624450536318,0
vW0IQoSweVI,106,5,525,530,Anger,angry,angry,2,2,2,0.0,0.3562071871080222,0.0,0.25396825396825395,0.4072233736515045,0.4072233736515045,0.5449615779565646,0.0,0.0,0.0,0,0.0,0.6979821054635447,0.23313169338100076,0,-0.2,0.0,0,0.0,0.2666666666666668,0.1028281576820487,0
vW0IQoSweVI,107,5,530,535,Disgust,disgusted,fearful,5,4,4,0.64,0.6846046005037072,0.8,0.5079365079365079,0.33398920297622675,0.10624829493463035,0.5719752106163648,0.3101196809355309,0.0,0.5599999999999999,1,1.0,0.7623076923076922,0.21606450900079693,0,0.64,0.328397413395685,1,0.37333333333333324,0.2800000000000001,0.18960033502517606,5
vW0IQoSweVI,108,5,535,540,Anger,angry,neutral,6,3,4,0.3666666666666667,0.6384947041348119,0.6333333333333333,0.45238095238095233,0.3908093223969142,0.2313720298310121,0.5497479615267364,0.3935888402732199,0.0,0.6166666666666666,2,0.6666666666666666,0.7289857242687431,0.20596541210576286,0,-0.2733333333333333,-0.04610989636889529,1,0.08666666666666661,0.3355555555555556,0.1777907130763952,0
vW0IQoSweVI,109,5,540,545,Anger,angry,disgusted,1,1,1,0.5,-0.0,0.8333333333333334,0.12698412698412698,0.4359093308448791,0.1854688078165054,0.5744346692576071,0.2,0.0,0.4,0,0.0,0.8421052631578947,0.20039512486419228,0,0.1333333333333333,-0.6384947041348119,1,0.1644444444444444,0.5022222222222222,0.3826410565142813,0
vW0IQoSweVI,110,5,545,550,Riley,neutral,fearful,4,2,4,0.5249999999999999,0.7124143742160444,1.0,0.3968253968253968,0.34620099514722824,0.23411058820784086,0.5654498143587259,0.32604708695379325,0.0,0.6499999999999999,2,1.0,0.841249186727391,0.21857323620943186,0,0.02499999999999991,0.7124143742160444,1,0.022777777777777675,0.46388888888888896,0.3917213817291482,0
vW0IQoSweVI,111,5,550,555,Anger,angry,neutral,2,2,1,0.2,-0.0,0.75,0.18253968253968253,0.5202994346618652,0.3065166929736733,0.3552033359184859,0.30083217912982646,0.0,0.5,0,0.0,0.6293733478463692,0.20719195649943573,0,-0.3249999999999999,-0.7124143742160444,1,0.0,0.4083333333333334,0.4113126307281919,0
vW0IQoSweVI,112,5,555,560,Anger,angry,surprised,2,2,2,0.3,0.3562071871080222,0.5,0.25396825396825395,0.36976079642772675,0.1877407673746347,0.5433907767757772,0.22360679774997896,0.5,0.0,0,0.0,0.8045454545454546,0.1945523014313412,0,0.09999999999999998,0.3562071871080222,1,0.0,0.34166666666666673,0.3562071871080223,0
vW0IQoSweVI,113,5,560,565,Riley,neutral,disgusted,3,2,2,0.43333333333333335,0.3271035759815648,0.6666666666666666,0.25396825396825395,0.34110716978708905,0.2691377451022466,0.5060911363611617,0.18457730626635852,0.0,0.3,1,1.0,0.8318318318318317,0.15522646021261005,0,0.13333333333333336,-0.029103611126457374,1,0.09166666666666662,0.31111111111111117,0.19779085323810117,0
